"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"947600544901758976","https://twitter.com/nickwan/status/947600544901758976","@BrightLikeA442 🐟","2017-12-31 22:49 +0000","29.0","1.0","0.034482758620689655","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947599631034314753","https://twitter.com/nickwan/status/947599631034314753","@BrightLikeA442 You are jack fu fighting it's okay","2017-12-31 22:45 +0000","21.0","3.0","0.14285714285714285","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947599527170723840","https://twitter.com/nickwan/status/947599527170723840","@usethespacebar Like... When I grew up there? The closest thing I recall is a guy trying to get me and my friends to join a class that teaches how to hook up with girls at bars. Basically the same reaction we'd have to some religion person.","2017-12-31 22:45 +0000","56.0","3.0","0.05357142857142857","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947599013515317248","https://twitter.com/nickwan/status/947599013515317248","@BrightLikeA442 I'm,queen fu fighting","2017-12-31 22:43 +0000","21.0","6.0","0.2857142857142857","0.0","1.0","0.0","0.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947598601479512065","https://twitter.com/nickwan/status/947598601479512065","@BrightLikeA442 Happy new year","2017-12-31 22:41 +0000","13.0","3.0","0.23076923076923078","0.0","1.0","0.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947598537273036800","https://twitter.com/nickwan/status/947598537273036800","@usethespacebar Yes! Welcome to my grad school experience in Utah!","2017-12-31 22:41 +0000","57.0","4.0","0.07017543859649122","0.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947595335903465472","https://twitter.com/nickwan/status/947595335903465472","@EveForster rip in piece","2017-12-31 22:28 +0000","130.0","1.0","0.007692307692307693","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947594186446049280","https://twitter.com/nickwan/status/947594186446049280","@EveForster This is also making me laugh I will not see 2018","2017-12-31 22:23 +0000","112.0","8.0","0.07142857142857142","0.0","1.0","1.0","0.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947593561066954755","https://twitter.com/nickwan/status/947593561066954755","@chhopsky @BoozyBrain @TheOnion I'm always conflicted as to whether I want to go to Mars first or if we should send idiots to Mars first","2017-12-31 22:21 +0000","65.0","1.0","0.015384615384615385","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"947591787119603712","https://twitter.com/nickwan/status/947591787119603712","@chhopsky @BoozyBrain @TheOnion After my air company, breathcero, went under, I went on a 10 day cleanse only breathing farts. ""I haven't had earth air in a long time,"" I said.","2017-12-31 22:14 +0000","85.0","2.0","0.023529411764705882","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
