"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"914608063868473346","https://twitter.com/nickwan/status/914608063868473346","@BrightLikeA442 #blocked","2017-10-01 21:48 +0000","44.0","8.0","0.18181818181818182","0.0","1.0","1.0","1.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"914582112539377665","https://twitter.com/nickwan/status/914582112539377665","Watching @scottrcole explain burrito synergy must be a new wonder of the world","2017-10-01 20:05 +0000","544.0","9.0","0.016544117647058824","0.0","1.0","5.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"914525932911816704","https://twitter.com/nickwan/status/914525932911816704","At Coney Island https://t.co/aLt8XTboSW","2017-10-01 16:22 +0000","767.0","33.0","0.04302477183833116","0.0","0.0","10.0","3.0","5.0","0.0","2.0","0.0","0","0","0","0","0","13","13","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"914234668513480704","https://twitter.com/nickwan/status/914234668513480704","Hacked","2017-09-30 21:05 +0000","438.0","13.0","0.02968036529680365","0.0","0.0","1.0","9.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913948263073460224","https://twitter.com/nickwan/status/913948263073460224","in nyc 😬","2017-09-30 02:07 +0000","1698.0","11.0","0.006478209658421673","0.0","0.0","4.0","1.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913911863716564993","https://twitter.com/nickwan/status/913911863716564993","@caitvw hey girl, I'm upper west side this weekend lmk if you et al wanna grab a drink","2017-09-29 23:42 +0000","176.0","10.0","0.056818181818181816","0.0","0.0","1.0","2.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913870541903319040","https://twitter.com/nickwan/status/913870541903319040","@neuroecology @CousinAmygdala @neuroconscience @doc_becca @markgbaxter @sfnbanter oh my jfsalkns","2017-09-29 20:58 +0000","488.0","1.0","0.0020491803278688526","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913863404527538176","https://twitter.com/nickwan/status/913863404527538176","@lucylai_ oh man. i wish i could have done this at any of my schools!!!","2017-09-29 20:29 +0000","65.0","2.0","0.03076923076923077","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913863287053459456","https://twitter.com/nickwan/status/913863287053459456","@CousinAmygdala @neuroecology @neuroconscience @doc_becca @markgbaxter @sfnbanter Banana 9 
Instant (X{C})
Target spell costs X more to cast.
""Not ripe enough.""","2017-09-29 20:29 +0000","1347.0","7.0","0.005196733481811433","0.0","1.0","3.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913860529147596800","https://twitter.com/nickwan/status/913860529147596800","@tdverstynen 😨","2017-09-29 20:18 +0000","91.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913860160933842949","https://twitter.com/nickwan/status/913860160933842949","@neuroecology @CousinAmygdala @neuroconscience @doc_becca @markgbaxter @sfnbanter punctuation faeries 2 blue mana, 2/2 creature with flying","2017-09-29 20:16 +0000","1262.0","8.0","0.006339144215530904","0.0","2.0","1.0","1.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913859655985713152","https://twitter.com/nickwan/status/913859655985713152","@neuroecology @CousinAmygdala @neuroconscience @doc_becca @markgbaxter @sfnbanter science wurm 5 green mana, 6/6 creature","2017-09-29 20:14 +0000","1150.0","2.0","0.0017391304347826088","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913856630999183360","https://twitter.com/nickwan/status/913856630999183360","tfw you run all cells but see something you want to change in a later cell but don't want to stop the entire process","2017-09-29 20:02 +0000","493.0","1.0","0.002028397565922921","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913839489751109632","https://twitter.com/nickwan/status/913839489751109632","@CousinAmygdala @neuroconscience @BabyAttachMode @doc_becca @markgbaxter @sfnbanter omg i want one too","2017-09-29 18:54 +0000","141.0","1.0","0.0070921985815602835","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913837460546838528","https://twitter.com/nickwan/status/913837460546838528","grape soda tastes like carbonated melted grape otter pop","2017-09-29 18:46 +0000","572.0","7.0","0.012237762237762238","0.0","3.0","1.0","0.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913833713221476353","https://twitter.com/nickwan/status/913833713221476353","@usethespacebar Check it out. t-SNEakers https://t.co/TpL33emt9b","2017-09-29 18:31 +0000","121.0","17.0","0.14049586776859505","0.0","1.0","2.0","0.0","0.0","0.0","8.0","0.0","0","0","0","0","0","6","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913827749453860864","https://twitter.com/nickwan/status/913827749453860864","@usethespacebar Whacha making
""t-SNEs""
Gesundheit!","2017-09-29 18:08 +0000","83.0","8.0","0.0963855421686747","0.0","0.0","1.0","2.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913821233384484864","https://twitter.com/nickwan/status/913821233384484864","@micah_psych if you liked slowdive and wished there was a 2010s version of slowdive now, boom.","2017-09-29 17:42 +0000","63.0","2.0","0.031746031746031744","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913820045968596993","https://twitter.com/nickwan/status/913820045968596993","@micah_psych japanese breakfast!","2017-09-29 17:37 +0000","59.0","5.0","0.0847457627118644","0.0","1.0","0.0","0.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913817332031672320","https://twitter.com/nickwan/status/913817332031672320","@Bashir9ist the dean is carcetti","2017-09-29 17:26 +0000","60.0","1.0","0.016666666666666666","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"913816697261510656","https://twitter.com/nickwan/status/913816697261510656","@Bashir9ist would that make grant agencies the sobatkas?","2017-09-29 17:24 +0000","58.0","2.0","0.034482758620689655","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
